Service_Type_ID,Category_Code,Parent_Category_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Managed_Service_Load,Tier_Structure,Default_AHT_Minutes,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence,AHT_Data_Tier,AHT_Source,Complexity_Tier,Service_Unit_Name,Service_Unit_Definition,Typical_Volume_Low,Typical_Volume_High,Confidence_Score
ST-MK-006-01-03,CAT-MK-006,CAT-MK-006,Marketing Analytics & Attribution Services,"Build and maintain marketing dashboards, attribution models, and performance analytics; produce campaign ROI reports and channel mix analysis. The primary frontline role is a Marketing Analyst. Typical unit of output is an analytics report or dashboard. SLAs focus on reporting delivery cadence, data accuracy, and insight turnaround time.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-006-01-04,CAT-MK-006,CAT-MK-006,Marketing Automation & CRM Operations,"Administer and operate marketing automation platforms (Marketo, HubSpot, Pardot) and CRM systems; build workflows, manage lead scoring, and maintain data hygiene. The primary frontline role is a Marketing Automation Specialist. Typical unit of output is a configured workflow or campaign deployment. SLAs focus on workflow build turnaround, data sync accuracy, and platform uptime.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-006-01-05,CAT-MK-006,CAT-MK-006,Marketing Automation Platform Operations,"Operate marketing automation workflows (segmentation, journeys, triggers) including build, QA, deployment, and monitoring in tools like Marketo/HubSpot/SFMC. Primary frontline role is a Marketing Automation Specialist. Output unit is a campaign/flow deployed; SLAs include defect rate, send timeliness, and deliverability/opt-out compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-006-01-06,CAT-MK-006,CAT-MK-006,Marketing Performance Reporting & Dashboards,"Produce recurring performance reporting across channels (paid, owned, earned) and maintain standardized dashboards for stakeholders. Primary frontline role is a Marketing Analyst. Output unit is a report/dashboard refresh; SLAs include data freshness, accuracy, and delivery timeliness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-006-01-07,CAT-MK-006,CAT-MK-006,Web & Landing Page Operations,"Build, test, and optimize landing pages, microsites, and web content using CMS platforms; manage A/B testing and conversion rate optimization. The primary frontline role is a Web Marketing Specialist. Typical unit of output is a published or optimized landing page. SLAs focus on page build turnaround, test launch SLA, and CRO improvement metrics.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-007-01-01,CAT-MK-007,CAT-MK-007,Affiliate & Partnership Marketing Services,"Recruit, onboard, and manage affiliate partners; track commissions, validate conversions, and optimize partner performance. The primary frontline role is an Affiliate Manager. Typical unit of output is a managed affiliate relationship or campaign period. SLAs focus on partner activation time, commission accuracy, and fraud detection rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-007-01-02,CAT-MK-007,CAT-MK-007,Media Planning & Buying,"Provide the 'Media Planning & Buying' service as an outsourced workflow within the Media & Performance domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-007-01-03,CAT-MK-007,CAT-MK-007,Media Planning & Buying Services,"Plan and execute paid media buys across channels (search, social, display, video) including budgeting, targeting, and optimization. The primary frontline role is a Media Buyer. SLAs include pacing accuracy, CPA/ROAS targets, and reporting cadence.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-007-01-04,CAT-MK-007,CAT-MK-007,Performance Marketing Services,"Provide the 'Performance Marketing Services' service as an outsourced workflow within the Media & Performance domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-007-01-05,CAT-MK-007,CAT-MK-007,Programmatic Advertising Operations,"Operate and optimize programmatic ad buying through DSPs, manage ad trafficking, creative tagging, viewability, and fraud prevention. The primary frontline role is a Programmatic Ad Ops Specialist. Typical unit of output is a managed programmatic campaign or trafficking order. SLAs focus on campaign launch SLA, trafficking accuracy, and fill/viewability rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-007-01-06,CAT-MK-007,CAT-MK-007,Search Engine Marketing (SEM) Management Services,"Manage paid search campaigns including keyword strategy, bidding, ad copy testing, and landing page coordination. The primary frontline role is a SEM Specialist. SLAs include budget adherence, click-through/conversion targets, and optimization cadence.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-008-01-01,CAT-MK-008,CAT-MK-008,Executive Communications Production,"Draft and package executive communications (talking points, town hall scripts, FAQs, internal memos) and manage review/approval workflows. Primary frontline role is an Executive Communications Writer. Output unit is a finalized communication deliverable; SLAs include turnaround time, revision cycles, and approval completion.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-008-01-02,CAT-MK-008,CAT-MK-008,Media Relations & Press Office Support,"Manage press inquiry intake, draft responses, coordinate spokesperson scheduling, and maintain press lists and media monitoring. Primary frontline role is a PR Coordinator. Output unit is a press response or media brief; SLAs focus on response time, accuracy/approval compliance, and monitoring coverage completeness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-009-01-01,CAT-MK-009,CAT-MK-009,Marketplace & Partner Listing Optimization,"Create and maintain partner marketplace listings (copy, screenshots, taxonomy tags), manage review cycles, and track listing performance. Primary frontline role is a Partner Operations Specialist. Output unit is a listing published/updated; SLAs include update turnaround time and accuracy/brand compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-009-01-02,CAT-MK-009,CAT-MK-009,Partner Marketing Content & MDF Operations,"Support partner co-marketing by producing co-branded assets, administering MDF requests, and tracking partner campaign performance and compliance. Primary frontline role is a Channel Marketing Coordinator. Output unit is an MDF claim processed or co-marketing kit delivered; SLAs include approval cycle time, compliance checks, and reporting timeliness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-010-01-01,CAT-MK-010,CAT-MK-010,Influencer & Creator Management Services,"Identify, vet, onboard, and manage relationships with influencers and content creators; track deliverables and campaign performance. The primary frontline role is an Influencer Coordinator. Typical unit of output is a managed influencer engagement or campaign. SLAs focus on creator onboarding time, deliverable compliance, and campaign reporting turnaround.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-010-01-02,CAT-MK-010,CAT-MK-010,Influencer Program Operations,"Coordinate influencer outreach, contracts/SOW routing, content calendars, shipment logistics, and performance tracking for influencer activations. Primary frontline role is an Influencer Operations Coordinator. Output unit is an influencer activation or post delivered; SLAs cover on-time content delivery, compliance (disclosures), and performance reporting.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-010-01-03,CAT-MK-010,CAT-MK-010,Social Listening & Reputation Monitoring,"Monitor brand mentions, sentiment, trending topics, and crisis signals across social and digital channels; produce alert reports and dashboards. The primary frontline role is a Social Listening Analyst. Typical unit of output is a monitoring report or alert. SLAs focus on alert response time, monitoring coverage, and reporting cadence.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-010-01-04,CAT-MK-010,CAT-MK-010,Social Media Publishing & Community Management,"Schedule and publish social posts, moderate comments, and engage with community questions per brand playbooks across platforms. Primary frontline role is a Community Manager. Output unit is a post published or interaction handled; SLAs include response time, moderation accuracy, and adherence to brand voice guidelines.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-001-01-01,CAT-RC-001,CAT-RC-001,Board Portal Administration & Meeting Logistics,"Manage board portal content, permissions, agenda packs, and meeting logistics including scheduling and secure distribution. Primary frontline role is a Board Administrator. Output unit is a board pack published; SLAs include on-time distribution, access/permission accuracy, and confidentiality compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-001-01-02,CAT-RC-001,CAT-RC-001,Entity Management & Corporate Secretarial Support,"Maintain entity records, board/committee calendars, meeting minutes workflows, resolutions, and statutory filings support across jurisdictions. Primary frontline role is an Entity Management Specialist. Output unit is a filing/record update completed; SLAs include filing timeliness and documentation accuracy.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-002-01-01,CAT-RC-002,CAT-RC-002,Data Breach Response & Notification Services,"Manage data breach response workflows including incident assessment, regulatory notification timelines, affected party communications, and remediation tracking. The primary frontline role is a Breach Response Coordinator. Typical unit of output is a managed breach incident. SLAs focus on detection-to-assessment time, notification deadline compliance, and remediation closure rate.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-002-01-02,CAT-RC-002,CAT-RC-002,Privacy Policy Compliance Monitoring,"Monitor business processes for privacy control adherence, maintain records of processing, and coordinate remediation actions with control owners. Primary frontline role is a Privacy Compliance Analyst. Output unit is a monitoring report or remediation ticket closed; SLAs include review cadence, issue closure time, and evidence completeness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-002-01-03,CAT-RC-002,CAT-RC-002,Privacy Program Operations Support,"Operate day-to-day privacy program activities including DSAR processing, privacy impact assessments, consent management, and records of processing maintenance. The primary frontline role is a Privacy Operations Analyst. Typical unit of output is a processed DSAR or completed PIA. SLAs focus on DSAR response time, PIA turnaround, and regulatory deadline compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-002-01-04,CAT-RC-002,CAT-RC-002,Privacy Request (DSAR) Operations,"Process data subject access requests (DSARs) including identity verification, case tracking, data collection coordination, and response package assembly. Primary frontline role is a Privacy Operations Specialist. Output unit is a DSAR case closed; SLAs include statutory response time, completeness, and audit trail quality.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-003-01-01,CAT-RC-003,CAT-RC-003,ESG Data Collection & Reporting,"Collect, validate, and compile ESG data across operations and suppliers to support disclosures and sustainability reporting frameworks. The primary frontline role is an ESG Reporting Analyst. SLAs typically include data completeness, validation accuracy, and reporting deadline adherence.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-003-01-02,CAT-RC-003,CAT-RC-003,ESG Reporting & Disclosure Support,"Support ESG reporting including data collection, narrative drafting support, assurance coordination, and submission packaging for disclosures (e.g., annual reports). The primary frontline role is an ESG Analyst. SLAs include reporting timeliness, data completeness, and auditability.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-003-01-03,CAT-RC-003,CAT-RC-003,Sustainability Program Management Support,"Support sustainability programs by tracking initiatives, coordinating stakeholders, and maintaining project plans and evidence repositories. The primary frontline role is a Sustainability Program Coordinator. SLAs commonly include milestone tracking accuracy, on-time reporting, and issue/escalation turnaround time.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
