Service_Type_ID,SubCategory_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Tier_Structure,Default_AHT_Minutes,SLA_Timeliness_Type,SLA_Timeliness_Default,SLA_Quality_Type,SLA_Quality_Default,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence
ST-AI-001-01-02,CAT-AI-001-01,Semantic Segmentation,Pixel-level image segmentation,Async,PPU,Transaction,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,90% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-01-03,CAT-AI-001-01,Image Classification,Image classification and tagging,Async,PPU,Transaction,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,98% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-01-04,CAT-AI-001-01,Polygon Annotation,Polygon and polyline annotation,Async,PPU,Transaction,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-01-05,CAT-AI-001-01,Keypoint Annotation,Keypoint and landmark annotation,Async,PPU,Transaction,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-02-01,CAT-AI-001-02,Video Object Tracking,Video object tracking annotation,Async,PPU,Transaction,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-02-02,CAT-AI-001-02,Video Event Annotation,Video action and event annotation,Async,PPU,Transaction,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-03-01,CAT-AI-001-03,Text NER Annotation,Named entity recognition annotation,Async,PPU,Transaction,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-03-02,CAT-AI-001-03,Sentiment Annotation,Sentiment and intent annotation,Async,PPU,Transaction,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-04-01,CAT-AI-001-04,Audio Transcription,Audio transcription and annotation,Async,T&M,Hour,Data_Annotator,L1-L3,2,Processing,"WER <5%, speaker diarization",Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-05-01,CAT-AI-001-05,3D Point Cloud Annotation,LiDAR point cloud annotation,Async,PPU,Transaction,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-03-03,CAT-AI-001-03,Document Intelligence,Document structure annotation,Async,PPU,Transaction,Data_Annotator,L1-L3,2,Processing,24hr processing,Compliance,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-006-02-01,CAT-AI-006-02,Medical Image Annotation,Medical imaging annotation,Async,PPU,Project,Medical_AI_Specialist,L1-L2,15,Processing,24hr processing,Compliance,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-01-01,CAT-AI-002-01,Response Ranking,RLHF response ranking and preference,Async,PPU,Transaction,AI_Trainer,L1-L3,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-01-02,CAT-AI-002-01,SFT Data Creation,Supervised fine-tuning data creation,Async,PPU,Transaction,AI_Trainer,L1-L3,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-01-03,CAT-AI-002-01,DPO Data Generation,Direct preference optimization data,Async,PPU,Transaction,AI_Trainer,L1-L3,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-02-01,CAT-AI-002-02,Constitutional AI Feedback,Constitutional AI feedback generation,Async,PPU,Transaction,AI_Trainer,L1-L3,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-02-02,CAT-AI-002-02,Domain Expert RLHF,Domain-specific expert feedback,Async,T&M,Hour,AI_Trainer,L1-L3,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-01-04,CAT-AI-002-01,Code Generation Evaluation,Code quality evaluation,Async,PPU,Transaction,AI_Trainer,L1-L3,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-01-05,CAT-AI-002-01,Model Output Correction,Human correction of model outputs,Async,PPU,Transaction,AI_Trainer,L1-L3,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-005-03-01,CAT-AI-005-03,Model Performance Monitoring,Production model monitoring,Async,Fixed_Monthly,Month,MLOps_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-005-03-02,CAT-AI-005-03,Performance Alerting,Model performance alerting,Async,PPU,Transaction,MLOps_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-005-03-03,CAT-AI-005-03,Data Drift Detection,Data drift detection services,Async,PPU,Transaction,MLOps_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-005-02-01,CAT-AI-005-02,Model Retraining Pipeline,Automated retraining services,Async,PPU,Transaction,MLOps_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-005-01-01,CAT-AI-005-01,Feature Store Management,Feature store operations,Async,Fixed_Monthly,Month,MLOps_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-003-01-01,CAT-AI-003-01,ETL Pipeline Development,Data pipeline development,N/A,PPU,Transaction,ML_Engineer,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-003-01-02,CAT-AI-003-01,Data Pipeline Maintenance,Pipeline maintenance and support,N/A,Fixed_Monthly,Month,ML_Engineer,L1-L4,,Processing,24hr processing,Compliance,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-003-02-01,CAT-AI-003-02,Data Warehouse Design,Data warehouse architecture,N/A,T&M,Hour,ML_Engineer,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-003-01-03,CAT-AI-003-01,Real-Time Streaming,Streaming data pipeline development,N/A,PPU,Transaction,ML_Engineer,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-003-02-02,CAT-AI-003-02,Data Quality Management,Data quality monitoring,N/A,Fixed_Monthly,Month,ML_Engineer,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-005-01-02,CAT-AI-005-01,ML Pipeline Automation,MLOps CI/CD implementation,Async,PPU,Transaction,MLOps_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-005-01-03,CAT-AI-005-01,Model Registry,Model versioning and registry,Async,Fixed_Monthly,Month,MLOps_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-005-01-04,CAT-AI-005-01,Experiment Tracking,ML experiment tracking,Async,Fixed_Monthly,Month,MLOps_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-005-02-02,CAT-AI-005-02,Model Deployment Services,Model deployment and serving,Async,PPU,Transaction,MLOps_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-004-05-01,CAT-AI-004-05,A/B Testing Infrastructure,ML experimentation platform,Async,Fixed_Monthly,Month,AI_Evaluator,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-005-01-05,CAT-AI-005-01,Model Explainability,Model interpretability services,Async,PPU,Transaction,MLOps_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-004-03-01,CAT-AI-004-03,AI Red Teaming,Adversarial AI testing,Async,PPU,Project,AI_Red_Teamer,None,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-004-03-02,CAT-AI-004-03,LLM Security Assessment,LLM security evaluation,Async,PPU,Transaction,AI_Red_Teamer,None,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-004-04-01,CAT-AI-004-04,Bias Auditing,AI bias detection and auditing,Async,PPU,Transaction,AI_Evaluator,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-004-02-01,CAT-AI-004-02,Model Benchmarking,Standardized model evaluation,Async,PPU,Transaction,AI_Evaluator,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-004-04-02,CAT-AI-004-04,Content Safety Moderation,AI content safety testing,Async,PPU,Transaction,AI_Evaluator,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-004-04-03,CAT-AI-004-04,Hallucination Detection,LLM hallucination testing,Async,PPU,Transaction,AI_Evaluator,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-004-03-03,CAT-AI-004-03,Prompt Injection Testing,Prompt security testing,Async,PPU,Transaction,AI_Red_Teamer,None,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-004-01-01,CAT-AI-004-01,Human Evaluation,Human evaluation of model outputs,Async,PPU,Transaction,AI_Evaluator,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-04-02,CAT-AI-001-04,Speech Collection,Speech and audio data collection,Async,T&M,Hour,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-01-06,CAT-AI-001-01,Image Collection,Image data collection,Async,PPU,Transaction,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-02-03,CAT-AI-001-02,Video Collection,Video data collection,Async,T&M,Hour,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-03-04,CAT-AI-001-03,Text Data Collection,Text and conversational data,Async,PPU,Transaction,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-001-03-05,CAT-AI-001-03,Multilingual Collection,Multilingual data collection,Async,PPU,Transaction,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-003-01-04,CAT-AI-003-01,Synthetic Data Generation,Synthetic data generation,N/A,PPU,Transaction,ML_Engineer,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-02-03,CAT-AI-002-02,Prompt Engineering,Prompt engineering services,Async,T&M,Hour,AI_Trainer,L1-L3,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-02-04,CAT-AI-002-02,Prompt Optimization,Prompt audit and optimization,Async,PPU,Transaction,AI_Trainer,L1-L3,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-005-02-03,CAT-AI-005-02,LLM Integration,LLM integration and deployment,Async,T&M,Hour,MLOps_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-02-05,CAT-AI-002-02,AI Chatbot Development,Conversational AI development,Async,T&M,Hour,AI_Trainer,L1-L3,5,Processing,24hr processing,CSAT,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-005-02-04,CAT-AI-005-02,RAG Implementation,Retrieval-augmented generation,Async,T&M,Hour,MLOps_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-02-06,CAT-AI-002-02,AI Content Generation,AI-assisted content creation,Async,T&M,Hour,AI_Trainer,L1-L3,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-006-01-01,CAT-AI-006-01,Autonomous Vehicle Data,AV data annotation services,N/A,PPU,Transaction,Domain_AI_Specialist,L1-L3,,Processing,24hr processing,Compliance,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-006-04-01,CAT-AI-006-04,Financial AI Data,Financial document annotation,N/A,PPU,Transaction,Domain_AI_Specialist,L1-L3,,Processing,24hr processing,Compliance,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-006-03-01,CAT-AI-006-03,Government AI Data,Cleared AI data services,N/A,T&M,Hour,Cleared_AI_Specialist,L1-L3,,Processing,24hr processing,Compliance,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-COP-002-01-01,CAT-COP-002-01,UGC Text Review,User-generated text content moderation,Async,PPU,Transaction,Content_Moderator,L1-L2,3,Turnaround,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-002-01-02,CAT-COP-002-01,Image Moderation,Image content moderation,Async,PPU,Transaction,Content_Moderator,L1-L2,3,Turnaround,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-002-01-03,CAT-COP-002-01,Video Moderation,Video content moderation,Async,PPU,Transaction,Content_Moderator,L1-L2,3,Turnaround,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-002-01-04,CAT-COP-002-01,Live Stream Moderation,Real-time stream moderation,Async,T&M,Hour,Content_Moderator,L1-L2,3,Response,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-002-05-01,CAT-COP-002-05,Ad Moderation,Advertisement content review,Async,PPU,Transaction,Content_Moderator,L1-L2,3,Turnaround,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-002-01-05,CAT-COP-002-01,Community Management,Online community management,Async,Fixed_Monthly,Month,Content_Moderator,L1-L2,3,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-002-06-01,CAT-COP-002-06,Appeal Review,Content appeal processing,Async,PPU,Month,Content_Moderator,L1-L2,3,Turnaround,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-002-03-01,CAT-COP-002-03,Policy Development,Content policy development,Async,T&M,Hour,Content_Moderator,L1-L2,3,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-002-04-01,CAT-COP-002-04,CSAM Detection,Child safety content detection,Async,PPU,Transaction,Safety_Specialist,None,5,Processing,24hr processing,Compliance,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-003-01-01,CAT-COP-003-01,Human Translation,Professional human translation,Async,PPU,Transaction,Translator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-003-02-01,CAT-COP-003-02,MTPE Services,Machine translation post-editing,Async,PPU,Transaction,Translator,None,15,Turnaround,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-003-05-01,CAT-COP-003-05,Software Localization,Software and UI localization,Async,PPU,Transaction,Translator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-003-05-02,CAT-COP-003-05,Website Localization,Website localization services,Async,PPU,Transaction,Translator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-003-04-01,CAT-COP-003-04,Multimedia Subtitling,Video subtitling services,Async,PPU,Transaction,Translator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-003-04-02,CAT-COP-003-04,Voice-Over Localization,Voice-over recording,Async,PPU,Transaction,Translator,None,15,Delivery,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-003-03-01,CAT-COP-003-03,Transcreation,Creative content adaptation,Async,PPU,Transaction,Translator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-003-07-01,CAT-COP-003-07,Interpretation Services,Phone and video interpretation,Async,PPU,Transaction,Translator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-005-01-01,CAT-COP-005-01,Linguistic QA,Translation quality assurance,Async,PPU,Transaction,QA_Specialist,None,5,Processing,24hr processing,Error_Rate,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-003-01-02,CAT-COP-003-01,Terminology Management,Terminology database management,Async,Fixed_Monthly,Month,Translator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-003-06-01,CAT-COP-003-06,Gaming Localization,Game localization services,Async,PPU,Transaction,Translator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-001-03-01,CAT-COP-001-03,Blog Writing,Blog and article writing,Async,PPU,Transaction,Content_Creator,None,30,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-001-06-01,CAT-COP-001-06,SEO Content Writing,Search-optimized content creation,Async,PPU,Transaction,Content_Creator,None,30,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-001-04-01,CAT-COP-001-04,Technical Writing,Technical documentation,Async,PPU,Transaction,Content_Creator,None,30,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-001-03-02,CAT-COP-001-03,Marketing Copywriting,Marketing copy creation,Async,PPU,Transaction,Content_Creator,None,30,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-001-03-03,CAT-COP-001-03,Social Media Content,Social media content creation,Async,PPU,Transaction,Content_Creator,None,30,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-001-03-04,CAT-COP-001-03,White Paper Development,White paper and ebook creation,Async,T&M,Hour,Content_Creator,None,30,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-001-02-01,CAT-COP-001-02,Product Description Writing,Product content creation,Async,PPU,Transaction,Content_Creator,None,30,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-001-05-01,CAT-COP-001-05,eLearning Content,Interactive learning content,Async,T&M,Hour,Content_Creator,None,30,Processing,24hr processing,CSAT,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-001-01-01,CAT-COP-001-01,Knowledge Base Creation,Knowledge base development,Async,PPU,Transaction,Content_Creator,None,30,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-004-01-01,CAT-COP-004-01,KB Maintenance,Knowledge base maintenance,Async,PPU,Transaction,Content_Manager,None,,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-001-01-02,CAT-COP-001-01,FAQ Development,FAQ content development,Async,PPU,Transaction,Content_Creator,None,30,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-001-04-02,CAT-COP-001-04,Process Documentation,Process documentation services,Async,PPU,Transaction,Content_Creator,None,30,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-004-02-01,CAT-COP-004-02,Content Migration,CMS content migration,Async,PPU,Month,Content_Manager,None,,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-005-01-02,CAT-COP-005-01,Copy Editing,Professional copy editing,Async,PPU,Transaction,QA_Specialist,None,5,Processing,24hr processing,Error_Rate,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
