vendorId,vendorName,primaryTower,secondaryTowers,hqCountry,ownership,revenueUsd,employeeCount,deliveryCenterCount,deliveryLocations,certifications,keyClients,serviceCapabilities,competitivePosition,strengths,weaknesses,redFlags,pricingModel,financialHealthScore,batch
VND-0909,Intercom,IT,,Ireland,Private,$250-350 million,854,,"NA, EMEA, APAC",ISO 27001; SOC 2,"Atlassian; Amazon; Lyft; 25,000+ customers",IT,Leader in conversational CRM,AI-powered messaging; High customer satisfaction; Strong product-market fit in SMB/mid-market,Slowing growth (25% YoY); Profitability challenges; Smaller enterprise footprint vs. competitors,Potential overreliance on organic growth; No recent large funding,Per-seat; Usage-based,B,IT-C
VND-0910,Interstate Warehousing,SC,,USA,Tippmann Group (Private),,,8,NA (Regional: IN/OH/MI/TN/VA/CO),"ISO 27001, SQF certified",Food & Beverage (frozen/refrigerated); Dairy; Prepared foods,SC,Specialized Cold Chain Player,50+ years cold chain expertise; 140M+ cubic feet capacity; SQF certified; 5th largest public cold storage in US,Cold-chain only; Regional geographic scope; Limited to refrigerated; Niche focus,Limited diversification,Transaction-based,B,SC-C
VND-0911,Intertek,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-0912,Intuendi,SC,,Italy,VC-backed,,,1 (Cloud),EMEA/APAC (SaaS),,High-growth e-commerce; Fashion; Retail brands,SC,Emerging Challenger,AI-powered; Fast implementation; Affordable; Cloud-native,Limited to planning; Data quality dependent; Early stage,Rapid scaling risk,SaaS (starting $1500/month),B,SC-C
VND-0913,Invariant,PS,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,PS,,,,,,,
VND-0914,Invensis,EN,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,EN,,,,,,,
VND-0915,InvoiceCloud,EN,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,EN,,,,,,,
VND-0916,Ipsos,PS,,France,Public,€2.44B (~$2.66B USD),20400,90+,EMEA (dominant)/NA/APAC,"ISO 27001, GDPR compliant","Fortune 500 companies, Pharma, Tech, FMCG, Media",PS,Leader in market research,"Scale and geographic breadth, Diverse audience segments (consumers/healthcare/citizens), Owned by Roth CH","Organic growth slowing (1.3%), Margin compression, Acquisition integration challenges","Revenue flatness in multiple segments (Clients/Patients declining), High-touch delivery model limitations","Subscription research, Project-based studies, Polling contracts, Licensing",B+,PS-A
VND-0917,Irdeto,ME,,Netherlands,Part of MultiChoice Group,280000000,,6+,Netherlands; Europe; North America; EMEA; APAC,,MultiChoice (57% of revenue); Media companies; Streaming platforms; Gaming,ME,Market leader in content protection,Second-largest content protection vendor by volume; Cybersecurity expertise; Gaming/Transport verticals; 50-year legacy,Exposure to cord-cutting; MultiChoice revenue dependency; Limited pure-play streaming focus,Macro headwinds on traditional video; Emerging AI threat to protection model,Licensing; Per-transaction (content); Managed services,B,ME-A
VND-0918,Iron Mountain,FR,,United States,Public,6.1 Billion,29000,1400,Global (NA/EMEA/APAC/LATAM),ISO 27001; SOC 2; PCI-DSS; HIPAA,Fortune 1000; Banks; Healthcare Systems,FR,Global leader in information management and storage,Unmatched physical storage network; Growing data center business; High recurring revenue,Declining paper storage volume; Digital transformation threats,,Storage Fees / Service Transaction,A,FR-B
VND-0919,Iron Planet,SC,,USA,Ritchie Bros. (Public - RITC),,,1 (Online),Global (Online auction),"ISO 27001, SOC 2",Equipment buyers/sellers; Heavy equipment; Construction; Mining,SC,Equipment Resale Marketplace,Large marketplace; Weekly auctions; Global reach; Ritchie Bros backing,Not logistics provider per se; Equipment resale only; Limited supply chain focus,Non-core business,Commission/auction-based,A,SC-C
VND-0920,Ironclad,PS,,USA,Private (VC-backed),$105M-$155M,500,,NA (San Francisco HQ + offices worldwide),Unknown (likely SOC 2 for SaaS),L'Oréal; Salesforce; OpenAI; MasterCard; Snap,PS,Tier 1 - Category leader in CLM,Advanced AI capabilities; innovative UX design; strong product-market fit; high user growth,High burn rate historically; contract management market consolidation pressures; competition from Apttus/Conga,Series E at $3.2B valuation suggests potential overvaluation; employee retention challenges noted,Per-user subscription; usage-based; tiered SaaS pricing,A,PS-D
VND-0921,Iterable,PS,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,PS,High Performer,,,,,,
VND-0922,Iterative,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-0923,Itron,EN,,USA,Public,"\~$2.3-2.4B (2024, technology & services)",5000-10000,8-10,"Global (NA, EMEA, APAC, LATAM)",ISO 27001; SOC 1; SOC 2; IEC 62443 (selected offerings); other client-driven attestations,"Electric, gas and water utilities in 100+ countries",EN,Leading global smart metering and AMI provider,"Global AMI footprint; strong portfolio across meters, networks, analytics; deep utility domain expertise",Revenue cyclicality with utility capex; competition from large OEMs and low-cost meter vendors,"Integration risk from prior acquisitions (e.g., Silver Spring); pressure to grow software mix","Mix of product sales (meters/devices), software licensing/SaaS, and services/managed services",B+,EN-A
VND-0924,Itron Inc.,EN,,USA,Public,$1.9-2.4B,5082-5782,8-10 offices,Global,ISO 27001; SOC 2; Unknown,Electric; water; gas utilities,EN,Smart metering and analytics leader,AMI expertise; software/IoT leadership,Revenue volatility; customer concentration,Integration of acquisitions; market consolidation,Meter sales; licensing; SaaS; subscription,B+,EN-A
VND-0925,Ivanti,IT,,United States,PE-backed,$800-2.7 billion,3100,18,"NA, EMEA, APAC, LATAM",ISO 27001; SOC 2; HIPAA; PCI-DSS,"85+ Fortune 100; 34,000+ customers across verticals",IT,Leader in UEM and IT security,Purpose-built IT/security platform; Cloud-scale automation; Strong EMEA presence,Complex product integration post-acquisitions; Customer concentration risk; Competitor pressure from larger players,Heavy integration debt from LANDESK/HEAT merger; Large workforce expenses,Subscription; Licensing; SaaS,B,IT-C
VND-0926,Ivanti UEM,IT,,United States,PE-backed,$800-2.7 billion,3100,18,"NA, EMEA, APAC, LATAM",ISO 27001; SOC 2; HIPAA; PCI-DSS,"85+ Fortune 100; 40,000+ UEM customers",IT,Leader in Unified Endpoint Management,AI-driven automation; Cloud-native architecture; 80% of Global 5000,Integration complexity; Training requirements; Vendor consolidation challenges,Competitive threat from Intune/Microsoft; Talent acquisition needed,Per-device; Subscription,B,IT-C
VND-0927,Iyuno,ME,,USA,PE-backed (SoftBank investment),365300000,2500,15+,North America; EMEA; APAC; LATAM,ISO 27001 (likely),Netflix; Disney; Amazon Prime; Apple; Paramount,ME,Market leader in localization,Largest global localization network (67 offices; 34 countries); Scale advantage; 75-year heritage,Client concentration risk; Margin pressure; Freelancer dependency,Significant industry disruption impact post-strikes,FTE-based; per-minute,B,ME-A
VND-0928,Iyuno-SDI,COP,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,COP,,,,,,,
VND-0929,JLL (Horizon/Jet),FR,,USA,Public,$23.4B,112000,80+,NA/EMEA/APAC/LATAM,,"Fortune 500 companies, institutional clients, global corporations",FR,Leader in workplace management and real estate services,"200+ years, strong tech integration, diverse service portfolio, 17% FM revenue growth 2024","High contract turnover, margin pressure on selective contracts, geographic mix challenges",,Project-based/FTE/Transaction/Outcome,A,FR-D
VND-0930,JR Automation,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-0931,Jabil,PS,MO,US,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,PS,Leader,Supply chain and operations focus,"Unknown competitive position, Limited public data",,,,PS-A
VND-0932,Jabil Inc,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-0933,Jacobs,FR,,USA,Public,$28B+,,Global,NA/EMEA/APAC/LATAM,,"Government agencies, utilities, commercial developers, education institutions",FR,Leading design/engineering/operations integrated provider,"4 decades O&M experience, integrated design-build-operate model, technical expertise in infrastructure",Limited pure facilities focus - primarily engineering/construction,,Project-based/Design-build/Consulting,A,FR-D
VND-0934,Jellyfish,PS,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,PS,Challenger,,,,,,
VND-0935,Jeyflex,CL,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,CL,,,,,,,
VND-0936,Jitsu,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Emerging,,,,,,
VND-0937,Joele Frank Wilkinson,PS,,USA,Private,$Unknown,26-50,5-10,"NA, possible EMEA",,Premier Inc ($2.6B acquisition 2025); PJT Partners; high-profile M&A clients,PS,Tier 1 - Leading M&A communications firm,Unmatched M&A transaction communications expertise; strong investment banker relationships; proven track record on billion-dollar deals,Limited to narrow M&A advisory niche; small team limits growth potential; high dependent on senior talent (client following),Extreme concentration in M&A communications limits diversification; key-person dependency risk,Project-based; transaction-based; retainer for ongoing advisory,B,PS-D
VND-0938,Johnson Banks,PS,,UK,Private,$4M,9,5,EMEA (UK-based with international offices),,Apple; Unilever; Nike; Rijksmuseum; BBC; Virgin Media,PS,Tier 2 - Specialist brand design consultancy,Award-winning design excellence; deep strategic branding expertise; multidisciplinary creative capabilities,Very small team limits capacity; UK-based may limit North America market penetration; premium positioning limits market size,Micro-cap firm highly dependent on key principals; small agency model has inherent scaling limitations,Project-based; retainer fees; strategic partnerships,B,PS-D
VND-0939,Johnson Controls,FR,,USA,Public,23200000000,94000,40+,NA;EMEA;APAC,Smart Building,Healthcare;Real Estate;Facilities Operators,FR,Smart Building Platform Leader,OpenBlue Growth;FM:Systems,Optimization Complexity,,FM Services + Technology,A,FR-A
VND-0940,Jonco Industries,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-0941,Joyride Coffee,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-0942,Juniper,FR,,USA,PE-backed/Public (via HPE),$11B+ (HPE),,Global,NA/EMEA/APAC,,"Real estate operators, Frasers Property Australia",FR,Niche networking/IT infrastructure for real estate tech,"AI-driven network automation, cloud solutions, mist AI capabilities","Not pure facilities vendor, infrastructure/networking focus","Acquisition by HPE (2023), integration risk",Subscription-based SaaS,B+,FR-D
VND-0943,Juniper Landscaping,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,Major Contender,,,,,,
VND-0944,K2view,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-0945,KBS (Kellermeyer Bergensons Services),FR,,United States,Private,4.5 Billion (Est),3600,,NEEDS_RESEARCH,CIMS-GB; ISO 9001,Amazon; FedEx; Major Retailers,FR,Largest privately held facility services provider in NA,Massive scale in retail/logistics cleaning; Tech-enabled workforce (KBSForce),Low margin industry; Labor turnover,,Fixed Price / Square Foot,A,FR-B
VND-0946,KBS (Kellermeyer Bergensons),FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,Major Player,,,,,,
VND-0947,KDMX (Pixelogic+Unique X),ME,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,ME,Star Performer,,,,,,
VND-0948,KIK Consumer,MO,,USA,PE-backed,1800000000,2500,10,NEEDS_RESEARCH,,CPG brands; Retailers,MO,Regional contract manufacturer,Product range; Cost efficiency,Limited scale vs large CPG; PE cycle risk,Limited public disclosure,Product,B,MO
VND-0949,KJT Group,CL,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,CL,,,,,,,
VND-0950,KRC Machine Tool,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-0951,Kaizen Institute,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-0952,Kameleoon,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-0953,Kantar,PS,,UK,Public,$2900M,25000,100+,EMEA (dominant)/NA/APAC,,"CPG, Pharma, Tech, Media, Finance",PS,Leader in market research and data analytics,"Scale (#6 global by research revenue), Data analytics integration, Technology investments","Market research commoditization, Organic growth challenges, Legacy business model pressure","Owned by Bain Capital (private equity), No organic growth in North America","Subscription research, Ad-hoc projects, Data licensing, Consulting retainers",B,PS-A
VND-0954,Kantar Media,ME,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,ME,Major Contender,,,,,,
VND-0955,Kendle Healthcare,CL,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,CL,,,,,,,
VND-0956,Keywords Studios,COP,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,COP,,,,,,,
VND-0957,Kimball,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-0958,Kinaxis,SC,,Canada,Public (TSX: KXS),496530000,1674,25+,NA/EMEA/APAC,ISO 27001; SOC 2 Type 2,Ford; Cisco; Qualcomm; Avaya,SC,Leader - Consistent innovation; Strong SOP platform,RapidResponse platform leadership; Advanced APS; Professional services; Strong recurring revenue,Smaller customer base; Limited lower-market penetration; High implementation costs,Concentration risk in large enterprises; High pricing; Premium positioning,Subscription (SaaS); Professional Services,B,SC-A
VND-0959,Kintetsu,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Emerging,,,,,,
VND-0960,Kion,IT,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,IT,Evaluated,,,,,,
VND-0961,Kisi,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-0962,Klaviyo,PS,,US,Public,,,,NEEDS_RESEARCH,"SOC 2, HIPAA compliant","E-commerce brands, SaaS companies, Subscription businesses",PS,Leader in email marketing automation,"Category leadership in ecommerce email, Strong NPS/customer satisfaction, Recent IPO growth","IPO volatility, Competitive from Mailchimp/ActiveCampaign, Slowing growth post-2023","IPO 2023 (unstable post-IPO), High customer acquisition costs, Gross margin pressures","SaaS subscription model, Usage-based pricing, Professional services for implementation",B,PS-A
VND-0963,KleenMark,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-0964,Kleenup,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-0965,Knight-Swift,SC,,USA,Public (NYSE:KNX),$7.41B (2024),"28,000",100+ terminals,"NA (North America dominant), limited international",,"Major shippers, manufacturers, retailers",SC,Large integrated carrier,"Scale ($7.4B+), diversified segments (Truckload, LTL, Logistics), recent acquisitions (U.S. Xpress, others)",Freight market cycles; recent acquisition integration; LTL margin compression 2024-2025,"Q4 2023-Q3 2025: operating income decline 91% Q4, net income down, negative guidance","Per shipment, LTL/FTL/Intermodal rates",B,SC-B
VND-0966,Knightscope,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-0967,KnowBe4,IT,,United States,PE-backed,$246-347 million,1291,,"NA, EMEA, APAC",ISO 27001; SOC 2; HIPAA,"Banks; Credit unions; 23,000+ enterprise accounts",IT,Leader in Security Awareness Training (Gartner MQ),Rapid growth (23+ consecutive quarters); Strong market position in awareness training; 88% customer retention,Competitive market from major security vendors; Dependent on security awareness training vertical; Single-product risk,High talent acquisition costs; Revenue slowing to 60% YoY,Per-user; Subscription,A,IT-C
VND-0968,KONE,FR,,Finland,Public,$12B USD (EUR 11.4B),,Global,Americas/Europe/APMEA/Greater China,,"Global building owners, developers, infrastructure operators",FR,Market leader in elevators/escalators globally,"Largest installed base (1.7M+ units), strong modernization growth, service base expansion","China market exposure (16% 2024 decline), new installation weakness","Significant FX headwinds from strong franc currencies, China real estate risk",Project/Transaction-based,A,FR-D
VND-0969,Konica Minolta,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,Major Player,,,,,,
VND-0970,Koppers Utility,EN,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,EN,Major Contender,,,,,,
VND-0971,Kore.ai,AI,,United States,Private,$525800000 (estimated; $100M+ ARR confirmed),"~1,000 employees",15+,"NA, EMEA, APAC, LATAM","ISO 27001, SOC 2 (likely)",PNC; AT&T; Cigna; Coca-Cola; Airbus; Roche; 400+ brands,AI,Enterprise conversational AI leader; $296M total funding; $100M+ ARR,100% YoY revenue growth over 4 years; 450M daily interactions automated; Global customer base; Fine-tuned LLM advantage,Feature/AI commoditization pressure; Overcrowded enterprise AI space; Reliance on enterprise spending cycles,Strong growth story but facing increasing OpenAI/Claude competition,Subscription SaaS (licensing + usage); Enterprise per-interaction model; Professional services,A,AI
VND-0972,Kotter,PS,,US,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,PS,Leader,Leadership and organizational change consulting,"Unknown competitive position, Limited public data",,,,PS-A
VND-0973,Kroll,PS,AI,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,PS,,,,,,,
VND-0974,Kronos,HR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,HR,Major Contender,,,,,,
VND-0975,Kyteway eLearning,COP,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,COP,,,,,,,
VND-0976,Kyvos,IT,,United States,Private,$36.8-50 million,122-172,,"NA, APAC",,,IT,Specialized OLAP/BI accelerator vendor,Fast analytics on massive datasets; SMART OLAP technology; Tableau/Qlik-agnostic,Very small company; Limited market awareness; Minimal analyst coverage,Limited funding; Unclear exit strategy,Licensing; SaaS,C,IT-C
VND-0977,LAZ Parking,FR,,USA,Independent/PE-backed,,,1000+,NA (primarily),,"Government agencies, municipalities, hospitals, hospitality, commercial real estate",FR,Largest parking company by volume in USA,"30+ years experience, 1M+ parking spaces, diversified service offerings, integrated maintenance","Limited international presence, niche vertical","Market consolidation pressure, parking sector disruption from autonomous vehicles",Management fees/Transaction-based,B+,FR-D
VND-0978,LILT,COP,,United States,Private,"$31,500,000",546,5,5 locations (US/EU),"ISO 27001, SOC 2 Type II, GDPR compliant",Lenovo; Intel; Enterprises; Governments,COP,Leader,Contextual AI; Human-in-loop; Domain-specific models; Secure infrastructure; Enterprise focus,Limited scale vs competitors; Smaller customer base; Pricing model unproven,VC-backed with burn; Limited market presence,Per-word; Subscription-based; Custom licensing,B,SPEC
